1,0:1,59:1,712:0.0625,714:0.9375,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.9375,7|3|6:1,
1,0:1,31:1,712:0.0625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00290075281442,724:1.0,726:0.0625,728:1.0,2|1|9:1,
1,0:1,56:1,712:0.5625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0286622004282,724:1.0,726:0.4375,728:0.4375,3|3|4:1,
1,2:1,262:1,712:0.5,714:1.0,716:0.00523560209424,718:0.4375,720:0.0625,722:0.00435112922163,724:0.875,726:0.3125,728:0.4375,8|9|6:1,
0,0:1,711:1,712:0.1875,714:0.25,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.0625,2|7|3:1,
1,0:1,33:1,712:0.25,714:1.0,716:0.0157068062827,718:0.75,720:0.0625,722:0.0495199944748,724:1.0,726:0.25,728:0.75,5|3|8:1,
0,0:1,344:1,712:0.0625,714:0.8125,716:0.0,718:0.0,720:0.0,722:0.00165757303681,724:0.8125,726:0.0625,728:0.8125,1|1|1:1,
1,1:1,61:1,712:0.125,714:0.9375,716:0.0,718:0.0,720:0.0,722:0.0123627322329,724:0.9375,726:0.125,728:0.375,3|9|3:1,
0,2:1,19:1,712:0.0625,714:0.5625,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.5625,10|2|10:1,
0,1:1,130:1,712:0.0625,714:0.375,716:0.0,718:0.0,720:0.0,722:0.000759720975205,724:0.375,726:0.0625,728:0.375,3|5|7:1,
0,1:1,711:1,712:0.0625,714:0.625,716:0.0,718:0.0,720:0.0,722:6.90655432005e-05,724:0.625,726:0.0625,728:0.625,10|10|1:1,
1,0:1,53:1,712:0.125,714:0.9375,716:0.00523560209424,718:0.875,720:0.0625,722:0.00414393259203,724:0.9375,726:0.125,728:0.875,1|6|4:1,
1,1:1,44:1,712:0.25,714:0.875,716:0.0,718:0.0,720:0.0,722:0.00497271911044,724:0.875,726:0.25,728:0.4375,3|5|6:1,
1,0:1,14:1,712:0.375,714:1.0,716:0.0,718:0.0,720:0.0,722:0.060294219214,724:1.0,726:0.3125,728:0.625,10|5|5:1,
0,1:1,211:1,712:0.0625,714:0.75,716:0.0,718:0.0,720:0.0,722:0.000483458802403,724:0.75,726:0.0625,728:0.75,8|3|7:1,
0,1:1,67:1,712:0.0625,714:0.8125,716:0.0,718:0.0,720:0.0,722:0.00262449064162,724:0.8125,726:0.0625,728:0.8125,8|8|5:1,
1,1:1,15:1,712:0.875,714:1.0,716:0.0,718:0.0,720:0.0,722:0.187167622073,724:1.0,726:0.875,728:0.1875,2|10|9:1,
0,0:1,72:1,712:0.1875,714:0.5625,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.4375,6|7|2:1,
1,1:1,32:1,712:0.375,714:0.5625,716:0.0,718:0.0,720:0.0,722:0.00600870225844,724:0.5625,726:0.25,728:0.0625,1|3|10:1,
1,0:1,655:1,712:0.0625,714:0.875,716:0.0,718:0.0,720:0.0,722:6.90655432005e-05,724:0.875,726:0.0625,728:0.875,7|3|4:1,
1,0:1,14:1,712:0.3125,714:1.0,716:0.020942408377,718:0.75,720:0.0625,722:0.0504869120796,724:1.0,726:0.3125,728:0.75,5|1|3:1,
1,2:1,665:1,712:0.6875,714:1.0,716:0.0523560209424,718:1.0,720:0.5,722:0.104496166862,724:1.0,726:0.625,728:0.375,5|6|1:1,
1,1:1,25:1,712:0.0625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00234822846882,724:1.0,726:0.0625,728:1.0,3|7|10:1,
0,0:1,26:1,712:0.0625,714:0.75,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.75,9|3|7:1,
1,0:1,149:1,712:0.5625,714:1.0,716:0.0471204188482,718:1.0,720:0.4375,722:0.106637198702,724:1.0,726:0.5625,728:0.5,5|6|6:1,
0,0:1,12:1,712:0.0625,714:0.1875,716:0.0,718:0.0,720:0.0,722:6.90655432005e-05,724:0.1875,726:0.0625,728:0.1875,6|10|6:1,
0,0:1,78:1,712:0.0625,714:0.3125,716:0.0,718:0.0,720:0.0,722:0.0341874438842,724:0.3125,726:0.0625,728:0.3125,10|8|6:1,
1,1:1,22:1,712:0.0625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00179570412321,724:1.0,726:0.0625,728:1.0,5|10|1:1,
0,1:1,36:1,712:0.0625,714:0.25,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.25,4|6|9:1,
0,0:1,105:1,712:0.0625,714:0.25,716:0.0,718:0.0,720:0.0,722:0.00338421161682,724:0.25,726:0.0625,728:0.25,5|3|3:1,
1,1:1,152:1,712:0.0625,714:0.875,716:0.0,718:0.0,720:0.0,722:0.00462739139443,724:0.875,726:0.0625,728:0.875,4|5|1:1,
1,0:1,20:1,712:0.0625,714:0.8125,716:0.0104712041885,718:0.8125,720:0.0625,722:0.00234822846882,724:0.8125,726:0.0625,728:0.8125,4|3|3:1,
1,0:1,46:1,712:0.875,714:0.9375,716:0.0366492146597,718:0.8125,720:0.25,722:0.0535257959804,724:0.9375,726:0.875,728:0.125,8|1|1:1,
0,0:1,12:1,712:0.0625,714:0.875,716:0.0,718:0.0,720:0.0,722:0.00290075281442,724:0.875,726:0.0625,728:0.875,7|2|8:1,
1,0:1,71:1,712:0.375,714:1.0,716:0.0,718:0.0,720:0.0,722:0.053387664894,724:1.0,726:0.375,728:0.6875,6|6|5:1,
1,1:1,711:1,712:0.125,714:0.875,716:0.0,718:0.0,720:0.0,722:0.00628496443125,724:0.875,726:0.125,728:0.75,1|7|8:1,
1,0:1,90:1,712:0.5,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00241729401202,724:0.25,726:0.1875,728:0.0625,5|2|8:1,
0,6:1,635:1,712:0.1875,714:0.875,716:0.0,718:0.0,720:0.0,722:0.00151944195041,724:0.875,726:0.1875,728:0.75,9|7|2:1,
0,0:1,424:1,712:0.3125,714:0.875,716:0.0,718:0.0,720:0.0,722:0.0252779888114,724:0.875,726:0.3125,728:0.5,4|2|2:1,
0,0:1,225:1,712:0.1875,714:0.6875,716:0.0157068062827,718:0.6875,720:0.125,722:0.000690655432005,724:0.6875,726:0.1875,728:0.5625,9|10|9:1,
0,1:1,14:1,712:0.0625,714:0.9375,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.9375,10|8|5:1,
0,0:1,493:1,712:0.125,714:0.625,716:0.0,718:0.0,720:0.0,722:0.0165757303681,724:0.625,726:0.125,728:0.5625,7|3|3:1,
0,6:1,711:1,712:0.1875,714:0.5,716:0.0,718:0.0,720:0.0,722:0.00960011050487,724:0.5,726:0.1875,728:0.25,2|2|5:1,
1,2:1,171:1,712:0.5625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.101526348505,724:1.0,726:0.5625,728:0.125,4|3|7:1,
0,2:1,711:1,712:0.0625,714:1.0,716:0.0,718:0.0,720:0.0,722:6.90655432005e-05,724:1.0,726:0.0625,728:1.0,8|2|8:1,
1,0:1,19:1,712:0.375,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0412321292907,724:1.0,726:0.375,728:0.6875,6|6|2:1,
1,0:1,468:1,712:0.0625,714:0.875,716:0.0,718:0.0,720:0.0,722:0.00151944195041,724:0.875,726:0.0625,728:0.875,7|5|8:1,
0,1:1,18:1,712:0.1875,714:0.75,716:0.0,718:0.0,720:0.0,722:0.00193383520961,724:0.75,726:0.1875,728:0.375,10|7|10:1,
1,0:1,18:1,712:0.0625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.000207196629601,724:1.0,726:0.0625,728:1.0,9|3|4:1,
0,2:1,228:1,712:0.1875,714:0.5625,716:0.0,718:0.0,720:0.0,722:0.0138131086401,724:0.4375,726:0.125,728:0.375,5|4|4:1,
1,1:1,32:1,712:0.125,714:0.8125,716:0.0,718:0.0,720:0.0,722:0.00331514607362,724:0.8125,726:0.125,728:0.6875,8|7|7:1,
0,2:1,63:1,712:0.1875,714:0.375,716:0.0,718:0.0,720:0.0,722:0.00283168727122,724:0.375,726:0.125,728:0.1875,4|6|10:1,
0,2:1,379:1,712:0.0625,714:0.375,716:0.0,718:0.0,720:0.0,722:0.00158850749361,724:0.375,726:0.0625,728:0.375,8|4|2:1,
0,1:1,28:1,712:0.0625,714:0.875,716:0.0,718:0.0,720:0.0,722:0.000138131086401,724:0.875,726:0.0625,728:0.875,4|2|9:1,
0,4:1,15:1,712:0.0625,714:0.125,716:0.0,718:0.0,720:0.0,722:0.00987637267767,724:0.125,726:0.0625,728:0.125,9|7|8:1,
1,0:1,109:1,712:0.0625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00255542509842,724:1.0,726:0.0625,728:1.0,10|10|7:1,
1,0:1,12:1,712:0.0625,714:0.5625,716:0.0,718:0.0,720:0.0,722:0.00138131086401,724:0.5625,726:0.0625,728:0.5625,5|6|10:1,
0,1:1,107:1,712:0.0625,714:0.4375,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.4375,10|10|8:1,
1,2:1,47:1,712:0.3125,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00980730713447,724:1.0,726:0.3125,728:0.75,6|7|10:1,
0,1:1,80:1,712:0.25,714:0.6875,716:0.0,718:0.0,720:0.0,722:0.000759720975205,724:0.625,726:0.1875,728:0.5,1|3|6:1,
0,0:1,35:1,712:0.125,714:0.75,716:0.0,718:0.0,720:0.0,722:0.00117411423441,724:0.625,726:0.0625,728:0.625,2|3|5:1,
0,0:1,136:1,712:0.125,714:0.6875,716:0.0,718:0.0,720:0.0,722:0.0137440430969,724:0.6875,726:0.1875,728:0.5,7|8|4:1,
1,2:1,20:1,712:0.0625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.000207196629601,724:1.0,726:0.0625,728:1.0,10|6|4:1,
0,0:1,38:1,712:0.375,714:0.9375,716:0.0,718:0.0,720:0.0,722:0.00331514607362,724:0.9375,726:0.3125,728:0.625,7|8|5:1,
1,0:1,116:1,712:0.0625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00179570412321,724:1.0,726:0.0625,728:1.0,1|7|7:1,
1,0:1,17:1,712:0.3125,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0186476966641,724:1.0,726:0.3125,728:0.75,7|1|10:1,
1,1:1,52:1,712:0.25,714:0.875,716:0.0,718:0.0,720:0.0,722:0.000621589888804,724:0.875,726:0.125,728:0.5625,4|5|3:1,
0,0:1,14:1,712:0.125,714:0.25,716:0.0,718:0.0,720:0.0,722:0.00517991574004,724:0.25,726:0.125,728:0.1875,2|5|7:1,
0,0:1,41:1,712:0.0625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00179570412321,724:1.0,726:0.0625,728:1.0,7|4|6:1,
0,1:1,84:1,712:0.0625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:1.0,2|6|5:1,
1,4:1,20:1,712:0.625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.185233786864,724:1.0,726:0.625,728:0.4375,8|2|4:1,
0,2:1,22:1,712:0.125,714:0.3125,716:0.00523560209424,718:0.3125,720:0.0625,722:0.00801160301126,724:0.3125,726:0.0625,728:0.125,10|4|7:1,
1,0:1,711:1,712:0.125,714:0.9375,716:0.0,718:0.0,720:0.0,722:6.90655432005e-05,724:0.9375,726:0.0625,728:0.625,6|2|1:1,
1,2:1,20:1,712:0.4375,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0137440430969,724:1.0,726:0.4375,728:0.4375,5|10|3:1,
0,1:1,47:1,712:0.1875,714:1.0,716:0.0104712041885,718:0.875,720:0.0625,722:0.00221009738242,724:1.0,726:0.1875,728:0.875,7|2|7:1,
0,1:1,141:1,712:0.0625,714:0.875,716:0.0,718:0.0,720:0.0,722:0.00310794944402,724:0.875,726:0.0625,728:0.875,3|2|10:1,
0,1:1,85:1,712:0.125,714:0.4375,716:0.0,718:0.0,720:0.0,722:0.0108432902825,724:0.4375,726:0.125,728:0.375,6|8|5:1,
0,0:1,308:1,712:0.0625,714:0.1875,716:0.0,718:0.0,720:0.0,722:0.000138131086401,724:0.1875,726:0.0625,728:0.1875,3|1|1:1,
1,2:1,145:1,712:0.3125,714:1.0,716:0.00523560209424,718:0.125,720:0.0625,722:0.0200290075281,724:1.0,726:0.3125,728:0.125,3|3|6:1,
1,1:1,31:1,712:0.0625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00138131086401,724:1.0,726:0.0625,728:1.0,4|10|7:1,
1,2:1,23:1,712:0.125,714:0.875,716:0.0,718:0.0,720:0.0,722:0.000828786518406,724:0.875,726:0.125,728:0.8125,4|7|1:1,
1,2:1,267:1,712:0.0625,714:0.75,716:0.0,718:0.0,720:0.0,722:0.000483458802403,724:0.75,726:0.0625,728:0.75,3|6|6:1,
1,0:1,28:1,712:0.125,714:0.8125,716:0.0,718:0.0,720:0.0,722:0.00193383520961,724:0.8125,726:0.125,728:0.5,4|10|3:1,
0,0:1,411:1,712:0.125,714:0.125,716:0.0,718:0.0,720:0.0,722:0.00324608053042,724:0.125,726:0.125,728:0.0625,2|4|1:1,
0,5:1,711:1,712:0.0625,714:0.4375,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.4375,2|4|5:1,
1,1:1,300:1,712:0.1875,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0674079701637,724:1.0,726:0.1875,728:0.875,7|9|2:1,
1,0:1,19:1,712:0.125,714:0.9375,716:0.0,718:0.0,720:0.0,722:0.00600870225844,724:0.9375,726:0.125,728:0.875,8|2|1:1,
0,1:1,56:1,712:0.1875,714:0.9375,716:0.0,718:0.0,720:0.0,722:0.00739001312245,724:0.1875,726:0.125,728:0.125,3|3|2:1,
1,4:1,220:1,712:0.25,714:1.0,716:0.0,718:0.0,720:0.0,722:0.022031908281,724:1.0,726:0.25,728:0.75,1|10|7:1,
0,0:1,16:1,712:0.0625,714:0.8125,716:0.0,718:0.0,720:0.0,722:0.00476552248083,724:0.8125,726:0.0625,728:0.8125,4|3|8:1,
0,2:1,27:1,712:0.1875,714:0.375,716:0.0,718:0.0,720:0.0,722:0.00911665170247,724:0.3125,726:0.125,728:0.25,1|2|9:1,
1,1:1,46:1,712:0.625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0675461012501,724:1.0,726:0.625,728:0.4375,4|4|1:1,
0,1:1,711:1,712:0.375,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0137440430969,724:1.0,726:0.375,728:0.4375,1|5|5:1,
1,0:1,119:1,712:0.375,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0145728296153,724:1.0,726:0.125,728:0.375,5|1|8:1,
1,1:1,86:1,712:0.625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0518682229436,724:1.0,726:0.625,728:0.1875,3|9|8:1,
1,1:1,30:1,712:0.3125,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0406796049451,724:1.0,726:0.3125,728:0.125,2|9|3:1,
0,4:1,169:1,712:0.0625,714:0.125,716:0.0,718:0.0,720:0.0,722:6.90655432005e-05,724:0.125,726:0.0625,728:0.125,8|3|5:1,
0,0:1,27:1,712:0.125,714:0.1875,716:0.0,718:0.0,720:0.0,722:0.00103598314801,724:0.1875,726:0.125,728:0.125,6|9|4:1,
0,0:1,271:1,712:0.0625,714:0.0625,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.0625,7|4|2:1,
0,1:1,65:1,712:0.0625,714:0.3125,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.3125,2|3|1:1,
1,0:1,711:1,712:0.5625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0259686442434,724:1.0,726:0.625,728:0.4375,5|2|5:1,
0,1:1,42:1,712:0.0625,714:0.4375,716:0.0,718:0.0,720:0.0,722:0.000828786518406,724:0.4375,726:0.0625,728:0.4375,10|7|10:1,
0,1:1,38:1,712:0.0625,714:0.8125,716:0.0,718:0.0,720:0.0,722:0.000207196629601,724:0.8125,726:0.0625,728:0.8125,1|6|1:1,
1,1:1,26:1,712:0.0625,714:0.875,716:0.0,718:0.0,720:0.0,722:0.00359140824643,724:0.875,726:0.0625,728:0.875,7|2|8:1,
1,0:1,20:1,712:0.1875,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00538711236964,724:1.0,726:0.125,728:0.0625,10|7|5:1,
1,1:1,432:1,712:0.75,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0334967884522,724:1.0,726:0.75,728:0.125,6|7|10:1,
0,1:1,28:1,712:0.0625,714:0.4375,716:0.0,718:0.0,720:0.0,722:0.000897852061606,724:0.4375,726:0.0625,728:0.4375,10|7|3:1,
1,2:1,27:1,712:0.4375,714:0.9375,716:0.0,718:0.0,720:0.0,722:0.0118792734305,724:0.9375,726:0.375,728:0.5625,10|2|6:1,
0,1:1,711:1,712:0.0625,714:0.8125,716:0.0,718:0.0,720:0.0,722:0.000345327716002,724:0.8125,726:0.0625,728:0.8125,3|3|2:1,
0,0:1,14:1,712:0.0625,714:0.4375,716:0.0,718:0.0,720:0.0,722:0.000621589888804,724:0.4375,726:0.0625,728:0.4375,1|6|5:1,
0,0:1,84:1,712:0.0625,714:0.625,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.625,10|6|3:1,
1,0:1,20:1,712:0.125,714:0.9375,716:0.0261780104712,718:0.9375,720:0.125,722:0.0,724:0.0,726:0.0,728:0.875,9|10|9:1,
1,0:1,103:1,712:0.0625,714:0.9375,716:0.0,718:0.0,720:0.0,722:0.0198908764417,724:0.9375,726:0.0625,728:0.9375,7|6|2:1,
0,5:1,235:1,712:0.0625,714:0.875,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.875,4|5|9:1,
1,0:1,28:1,712:0.0625,714:0.8125,716:0.0,718:0.0,720:0.0,722:0.000414393259203,724:0.8125,726:0.0625,728:0.8125,4|2|10:1,
1,0:1,415:1,712:0.1875,714:0.9375,716:0.0,718:0.0,720:0.0,722:0.00317701498722,724:0.9375,726:0.1875,728:0.625,5|8|5:1,
1,0:1,138:1,712:0.625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0242420056634,724:1.0,726:0.4375,728:0.125,4|3|3:1,
0,0:1,47:1,712:0.8125,714:0.9375,716:0.0,718:0.0,720:0.0,722:0.0790109814214,724:0.9375,726:0.8125,728:0.0625,9|6|7:1,
1,1:1,154:1,712:0.1875,714:0.9375,716:0.0,718:0.0,720:0.0,722:0.030665101181,724:0.9375,726:0.1875,728:0.8125,1|10|7:1,
0,0:1,15:1,712:0.1875,714:0.375,716:0.00523560209424,718:0.25,720:0.0625,722:0.00400580150563,724:0.375,726:0.1875,728:0.25,2|4|2:1,
1,2:1,711:1,712:0.5625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0838455694454,724:1.0,726:0.5625,728:0.5,5|10|7:1,
0,1:1,62:1,712:0.0625,714:0.75,716:0.0,718:0.0,720:0.0,722:0.00621589888804,724:0.75,726:0.0625,728:0.75,3|3|3:1,
1,1:1,210:1,712:0.125,714:0.9375,716:0.0,718:0.0,720:0.0,722:6.90655432005e-05,724:0.8125,726:0.0625,728:0.8125,7|4|3:1,
1,0:1,305:1,712:0.8125,714:1.0,716:0.0,718:0.0,720:0.0,722:0.080599488915,724:1.0,726:0.8125,728:0.25,2|7|4:1,
1,0:1,314:1,712:0.125,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00517991574004,724:1.0,726:0.125,728:0.9375,6|9|7:1,
0,0:1,12:1,712:0.0625,714:0.8125,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.8125,10|8|10:1,
0,3:1,27:1,712:0.0625,714:0.375,716:0.0,718:0.0,720:0.0,722:0.000138131086401,724:0.375,726:0.0625,728:0.375,4|1|5:1,
1,1:1,26:1,712:0.125,714:0.5,716:0.0,718:0.0,720:0.0,722:0.000759720975205,724:0.5,726:0.0625,728:0.4375,8|4|9:1,
0,1:1,14:1,712:0.0625,714:0.5625,716:0.0,718:0.0,720:0.0,722:0.000207196629601,724:0.5625,726:0.0625,728:0.5625,6|3|7:1,
0,1:1,86:1,712:0.3125,714:0.375,716:0.0,718:0.0,720:0.0,722:0.0546999102148,724:0.375,726:0.3125,728:0.125,7|9|7:1,
0,0:1,132:1,712:0.0625,714:0.9375,716:0.0,718:0.0,720:0.0,722:0.000828786518406,724:0.9375,726:0.0625,728:0.9375,10|10|8:1,
1,0:1,77:1,712:0.3125,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00317701498722,724:1.0,726:0.25,728:0.625,1|2|2:1,
0,1:1,711:1,712:0.0625,714:0.875,716:0.00523560209424,718:0.875,720:0.0625,722:0.0158160093929,724:0.875,726:0.0625,728:0.875,7|10|7:1,
0,1:1,462:1,712:0.0625,714:0.5,716:0.0,718:0.0,720:0.0,722:0.00131224532081,724:0.5625,726:0.125,728:0.5,6|6|5:1,
0,1:1,38:1,712:0.125,714:1.0,716:0.00523560209424,718:1.0,720:0.0625,722:0.0137440430969,724:1.0,726:0.125,728:0.9375,6|1|7:1,
0,0:1,395:1,712:0.125,714:0.4375,716:0.0,718:0.0,720:0.0,722:0.00221009738242,724:0.375,726:0.0625,728:0.375,7|7|1:1,
0,1:1,202:1,712:0.0625,714:0.8125,716:0.0,718:0.0,720:0.0,722:0.00386767041923,724:0.8125,726:0.0625,728:0.8125,3|5|3:1,
1,2:1,141:1,712:0.4375,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00269355618482,724:1.0,726:0.4375,728:0.25,2|5|1:1,
1,1:1,711:1,712:0.125,714:0.875,716:0.0,718:0.0,720:0.0,722:0.0187858277505,724:0.875,726:0.125,728:0.8125,8|8|5:1,
0,3:1,628:1,712:0.1875,714:0.5,716:0.0314136125654,718:0.25,720:0.0625,722:0.00379860487603,724:0.375,726:0.125,728:0.25,7|7|1:1,
0,0:1,109:1,712:0.0625,714:0.5625,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.5625,4|7|1:1,
1,3:1,12:1,712:0.125,714:1.0,716:0.0157068062827,718:1.0,720:0.125,722:0.00269355618482,724:1.0,726:0.125,728:0.75,9|2|8:1,
1,1:1,146:1,712:0.5,714:1.0,716:0.0,718:0.0,720:0.0,722:0.144139788659,724:1.0,726:0.5,728:0.4375,2|10|8:1,
1,1:1,203:1,712:0.0625,714:0.8125,716:0.0,718:0.0,720:0.0,722:0.00145037640721,724:0.8125,726:0.0625,728:0.8125,5|10|7:1,
0,5:1,22:1,712:0.0625,714:0.5625,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.5625,4|6|2:1,
1,0:1,22:1,712:0.0625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0407486704883,724:1.0,726:0.0625,728:1.0,3|8|7:1,
0,0:1,43:1,712:0.0625,714:0.8125,716:0.0,718:0.0,720:0.0,722:0.000207196629601,724:0.8125,726:0.0625,728:0.8125,2|8|4:1,
0,2:1,14:1,712:0.0625,714:0.1875,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.1875,2|1|10:1,
0,0:1,75:1,712:0.1875,714:0.9375,716:0.00523560209424,718:0.875,720:0.0625,722:0.00960011050487,724:0.9375,726:0.1875,728:0.8125,3|4|5:1,
1,0:1,17:1,712:0.0625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.000621589888804,724:1.0,726:0.0625,728:1.0,6|6|4:1,
0,1:1,179:1,712:0.0625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:1.0,3|7|8:1,
0,0:1,12:1,712:0.0625,714:0.875,716:0.0,718:0.0,720:0.0,722:0.00186476966641,724:0.875,726:0.0625,728:0.875,10|3|1:1,
